"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Analysis"
"GO:0006642","triglyceride mobilization","1/17","3/18842",0.333333333333333,369.450980392157,19.1787529031255,0.00270442106416646,0.128364796183342,0.0949195970037765,"LPIN1",1,"PC1"
"GO:0090037","positive regulation of protein kinase C signaling","1/17","3/18842",0.333333333333333,369.450980392157,19.1787529031255,0.00270442106416646,0.128364796183342,0.0949195970037765,"EGFR",1,"PC1"
"GO:0050773","regulation of dendrite development","2/17","89/18842",0.0224719101123595,24.906807666887,6.79344646209123,0.00286512550895873,0.128364796183342,0.0949195970037765,"DCC/IL1RAPL1",2,"PC1"
"GO:0051960","regulation of nervous system development","3/17","346/18842",0.00867052023121387,9.60999659979599,4.85748047960528,0.00344779830598722,0.128364796183342,0.0949195970037765,"DCC/LPIN1/IL1RAPL1",3,"PC1"
"GO:0071072","negative regulation of phospholipid biosynthetic process","1/17","5/18842",0.2,221.670588235294,14.8297055841068,0.00450354255854446,0.128364796183342,0.0949195970037765,"LPIN1",1,"PC1"
"GO:0090036","regulation of protein kinase C signaling","1/17","5/18842",0.2,221.670588235294,14.8297055841068,0.00450354255854446,0.128364796183342,0.0949195970037765,"EGFR",1,"PC1"
"GO:0001764","neuron migration","2/17","114/18842",0.0175438596491228,19.4447884416925,5.93593787046567,0.00465056204577184,0.128364796183342,0.0949195970037765,"DCC/ADGRL3",2,"PC1"
"GO:0006275","regulation of DNA replication","2/17","123/18842",0.016260162601626,18.0219990435198,5.69155239732518,0.00539161053122472,0.128364796183342,0.0949195970037765,"DACH1/EGFR",2,"PC1"
"GO:0021522","spinal cord motor neuron differentiation","1/17","6/18842",0.166666666666667,184.725490196078,13.5256966236187,0.00540195736857296,0.128364796183342,0.0949195970037765,"MDGA2",1,"PC1"
"GO:0031642","negative regulation of myelination","1/17","6/18842",0.166666666666667,184.725490196078,13.5256966236187,0.00540195736857296,0.128364796183342,0.0949195970037765,"LPIN1",1,"PC1"
"GO:1903726","negative regulation of phospholipid metabolic process","1/17","6/18842",0.166666666666667,184.725490196078,13.5256966236187,0.00540195736857296,0.128364796183342,0.0949195970037765,"LPIN1",1,"PC1"
"GO:0010918","positive regulation of mitochondrial membrane potential","1/17","7/18842",0.142857142857143,158.336134453782,12.5113342477529,0.00629960903159799,0.128364796183342,0.0949195970037765,"MFN1",1,"PC1"
"GO:0160221","Rho-activating G protein-coupled receptor signaling pathway","1/17","7/18842",0.142857142857143,158.336134453782,12.5113342477529,0.00629960903159799,0.128364796183342,0.0949195970037765,"ADGRL3",1,"PC1"
"GO:2000171","negative regulation of dendrite development","1/17","7/18842",0.142857142857143,158.336134453782,12.5113342477529,0.00629960903159799,0.128364796183342,0.0949195970037765,"DCC",1,"PC1"
"GO:0038134","ERBB2-EGFR signaling pathway","1/17","8/18842",0.125,138.544117647059,11.6929656838811,0.0071964981553817,0.128364796183342,0.0949195970037765,"EGFR",1,"PC1"
"GO:0016311","dephosphorylation","2/17","146/18842",0.0136986301369863,15.1829170024174,5.16983381274657,0.0075143340121799,0.128364796183342,0.0949195970037765,"PLPP4/DUSP26",2,"PC1"
"GO:0007077","mitotic nuclear membrane disassembly","1/17","9/18842",0.111111111111111,123.150326797386,11.0145073676459,0.00809262534723454,0.128364796183342,0.0949195970037765,"LPIN1",1,"PC1"
"GO:0048671","negative regulation of collateral sprouting","1/17","9/18842",0.111111111111111,123.150326797386,11.0145073676459,0.00809262534723454,0.128364796183342,0.0949195970037765,"DCC",1,"PC1"
"GO:0070528","protein kinase C signaling","1/17","9/18842",0.111111111111111,123.150326797386,11.0145073676459,0.00809262534723454,0.128364796183342,0.0949195970037765,"EGFR",1,"PC1"
"GO:0097105","presynaptic membrane assembly","1/17","9/18842",0.111111111111111,123.150326797386,11.0145073676459,0.00809262534723454,0.128364796183342,0.0949195970037765,"IL1RAPL1",1,"PC1"
"GO:0034329","cell junction assembly","3/17","490/18842",0.00612244897959184,6.78583433373349,3.89970070578007,0.00905937992086179,0.128364796183342,0.0949195970037765,"IL1RAPL1/ADGRL3/CDH4",3,"PC1"
"GO:0034165","positive regulation of toll-like receptor 9 signaling pathway","1/17","11/18842",0.0909090909090909,100.75935828877,9.9453996750472,0.00988259636213373,0.128364796183342,0.0949195970037765,"EGFR",1,"PC1"
"GO:0097090","presynaptic membrane organization","1/17","11/18842",0.0909090909090909,100.75935828877,9.9453996750472,0.00988259636213373,0.128364796183342,0.0949195970037765,"IL1RAPL1",1,"PC1"
"GO:0048284","organelle fusion","2/17","172/18842",0.0116279069767442,12.8878248974008,4.70655791372786,0.010297346055074,0.128364796183342,0.0949195970037765,"STX12/MFN1",2,"PC1"
"GO:0033262","regulation of nuclear cell cycle DNA replication","1/17","12/18842",0.0833333333333333,92.3627450980392,9.51357061330754,0.0107764413975459,0.128364796183342,0.0949195970037765,"DACH1",1,"PC1"
"GO:0045838","positive regulation of membrane potential","1/17","12/18842",0.0833333333333333,92.3627450980392,9.51357061330754,0.0107764413975459,0.128364796183342,0.0949195970037765,"MFN1",1,"PC1"
